Nanoparticle,Type: Organic (O)/inorganic (I),coat,Diameter (nm),Concentration μM,Zeta potential (mV),Cells,Cell line (L)/primary cells (P),Animal/ Human,Cell morphology,"Cell age: embryonic (E), Adult (A)",Cell-organ/tissue source,Exposure time (h),Test,Test indicator,Biochemical metric,% Cell viability,Interference checked (Y/N),Colloidal stability checked (Y/N),Positive control (Y/N),toxicity class,toxicity class encoded
0.21875,0,0.739130435,0.020188285,1.65E-07,,0.475,0,0.571428571,0.285714286,0,0.068965517,0.068656716,0.590909091,0.875,0.6,0.354719661,0,0,0,non toxic,0
0.21875,0,0.739130435,0.020188285,3.30E-07,,0.475,0,0.571428571,0.285714286,0,0.068965517,0.068656716,0.590909091,0.875,0.6,0.349192557,0,0,0,non toxic,0
0.21875,0,0.739130435,0.020188285,6.61E-07,,0.475,0,0.571428571,0.285714286,0,0.068965517,0.068656716,0.590909091,0.875,0.6,0.353141733,0,0,0,non toxic,0
0.21875,0,0.739130435,0.020188285,1.32E-06,,0.475,0,0.571428571,0.285714286,0,0.068965517,0.068656716,0.590909091,0.875,0.6,0.342875,0,0,0,non toxic,0
0.21875,0,0.739130435,0.020188285,2.64E-06,,0.475,0,0.571428571,0.285714286,0,0.068965517,0.068656716,0.590909091,0.875,0.6,0.337344963,0,0,0,non toxic,0
0.875,0,0.739130435,0.082217573,8.72E-11,0.355555556,0.7375,0,0.285714286,0.142857143,0,0.586206897,0.068656716,1,0.875,0.6,0.32345264,0,0,0,non toxic,0
0.875,0,0.739130435,0.082217573,1.74E-10,0.355555556,0.7375,0,0.285714286,0.142857143,0,0.586206897,0.068656716,1,0.875,0.6,0.29440591,0,0,0,non toxic,0
0.875,0,0.739130435,0.082217573,3.49E-10,0.355555556,0.7375,0,0.285714286,0.142857143,0,0.586206897,0.068656716,1,0.875,0.6,0.24392681,0,0,0,non toxic,0
0.875,0,0.739130435,0.082217573,5.23E-10,0.355555556,0.7375,0,0.285714286,0.142857143,0,0.586206897,0.068656716,1,0.875,0.6,0.222035646,0,0,0,toxic,1
0.40625,0,0.739130435,0.053880753,2.31E-09,0.061703704,0.0125,0,0.285714286,0.142857143,0,0.517241379,0.068656716,0.590909091,0.875,0.6,0.287863083,0,0,0,non toxic,0
0.40625,0,0.739130435,0.053880753,5.79E-09,0.061703704,0.0125,0,0.285714286,0.142857143,0,0.517241379,0.068656716,0.590909091,0.875,0.6,0.26946338,0,0,0,non toxic,0
0.40625,0,0.739130435,0.053880753,1.16E-08,0.061703704,0.0125,0,0.285714286,0.142857143,0,0.517241379,0.068656716,0.590909091,0.875,0.6,0.230883381,0,0,0,toxic,1
0.40625,0,0.739130435,0.053880753,2.31E-09,0.061703704,0.0125,0,0.285714286,0.142857143,0,0.517241379,0.068656716,0.727272727,0.9375,0.8,0.309701569,0,0,0,non toxic,0
0.40625,0,0.739130435,0.053880753,5.79E-09,0.061703704,0.0125,0,0.285714286,0.142857143,0,0.517241379,0.068656716,0.727272727,0.9375,0.8,0.275108649,0,0,0,non toxic,0
0.40625,0,0.739130435,0.053880753,1.16E-08,0.061703704,0.0125,0,0.285714286,0.142857143,0,0.517241379,0.068656716,0.727272727,0.9375,0.8,0.224876471,0,0,0,toxic,1
0.40625,0,0.739130435,0.248953975,2.45E-15,,0.2875,1,0.285714286,0,0,0.413793103,0.032835821,0.590909091,0.875,0.6,0.340243395,0,1,0,non toxic,0
0.40625,0,0.739130435,0.248953975,2.45E-14,,0.2875,1,0.285714286,0,0,0.413793103,0.032835821,0.590909091,0.875,0.6,0.335397277,0,1,0,non toxic,0
0.40625,0,0.739130435,0.248953975,2.45E-13,,0.2875,1,0.285714286,0,0,0.413793103,0.032835821,0.590909091,0.875,0.6,0.335397277,0,1,0,non toxic,0
0.40625,0,0.739130435,0.248953975,2.45E-12,,0.2875,1,0.285714286,0,0,0.413793103,0.032835821,0.590909091,0.875,0.6,0.340243395,0,1,0,non toxic,0
0.40625,0,0.739130435,0.248953975,1.23E-11,,0.2875,1,0.285714286,0,0,0.413793103,0.032835821,0.590909091,0.875,0.6,0.308743619,0,1,0,non toxic,0
0.40625,0,0.739130435,0.248953975,2.45E-11,,0.2875,1,0.285714286,0,0,0.413793103,0.032835821,0.590909091,0.875,0.6,0.267551609,0,1,0,non toxic,0
0.40625,0,0.739130435,0.248953975,4.91E-11,,0.2875,1,0.285714286,0,0,0.413793103,0.032835821,0.590909091,0.875,0.6,0.226359592,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,1.23E-10,,0.2875,1,0.285714286,0,0,0.413793103,0.032835821,0.590909091,0.875,0.6,0.163360033,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,2.45E-10,,0.2875,1,0.285714286,0,0,0.413793103,0.032835821,0.590909091,0.875,0.6,0.158513913,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,2.45E-15,,0.2875,1,0.285714286,0,0,0.413793103,0.068656716,0.590909091,0.875,0.6,0.335397277,0,1,0,non toxic,0
0.40625,0,0.739130435,0.248953975,2.45E-14,,0.2875,1,0.285714286,0,0,0.413793103,0.068656716,0.590909091,0.875,0.6,0.342666464,0,1,0,non toxic,0
0.40625,0,0.739130435,0.248953975,2.45E-13,,0.2875,1,0.285714286,0,0,0.413793103,0.068656716,0.590909091,0.875,0.6,0.332974218,0,1,0,non toxic,0
0.40625,0,0.739130435,0.248953975,2.45E-12,,0.2875,1,0.285714286,0,0,0.413793103,0.068656716,0.590909091,0.875,0.6,0.335397277,0,1,0,non toxic,0
0.40625,0,0.739130435,0.248953975,1.23E-11,,0.2875,1,0.285714286,0,0,0.413793103,0.068656716,0.590909091,0.875,0.6,0.289359149,0,1,0,non toxic,0
0.40625,0,0.739130435,0.248953975,2.45E-11,,0.2875,1,0.285714286,0,0,0.413793103,0.068656716,0.590909091,0.875,0.6,0.22151347,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,4.91E-11,,0.2875,1,0.285714286,0,0,0.413793103,0.068656716,0.590909091,0.875,0.6,0.160936972,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,1.23E-10,,0.2875,1,0.285714286,0,0,0.413793103,0.068656716,0.590909091,0.875,0.6,0.156090852,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,2.45E-10,,0.2875,1,0.285714286,0,0,0.413793103,0.068656716,0.590909091,0.875,0.6,0.156090852,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,2.45E-15,,0.2875,1,0.285714286,0,0,0.413793103,0.032835821,0.409090909,0.375,0.2,0.226848985,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,2.45E-14,,0.2875,1,0.285714286,0,0,0.413793103,0.032835821,0.409090909,0.375,0.2,0.222742902,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,2.45E-13,,0.2875,1,0.285714286,0,0,0.413793103,0.032835821,0.409090909,0.375,0.2,0.222685508,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,2.45E-12,,0.2875,1,0.285714286,0,0,0.413793103,0.032835821,0.409090909,0.375,0.2,0.198362017,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,1.23E-11,,0.2875,1,0.285714286,0,0,0.413793103,0.032835821,0.409090909,0.375,0.2,0.186179398,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,2.45E-11,,0.2875,1,0.285714286,0,0,0.413793103,0.032835821,0.409090909,0.375,0.2,0.153763713,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,4.91E-11,,0.2875,1,0.285714286,0,0,0.413793103,0.032835821,0.409090909,0.375,0.2,0.153706328,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,1.23E-10,,0.2875,1,0.285714286,0,0,0.413793103,0.032835821,0.409090909,0.375,0.2,0.113208912,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,2.45E-10,,0.2875,1,0.285714286,0,0,0.413793103,0.032835821,0.409090909,0.375,0.2,0.05654279,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,2.45E-15,,0.2875,1,0.285714286,0,0,0.413793103,0.068656716,0.409090909,0.375,0.2,0.220551596,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,2.45E-14,,0.2875,1,0.285714286,0,0,0.413793103,0.068656716,0.409090909,0.375,0.2,0.2164455,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,2.45E-13,,0.2875,1,0.285714286,0,0,0.413793103,0.068656716,0.409090909,0.375,0.2,0.224480296,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,2.45E-12,,0.2875,1,0.285714286,0,0,0.413793103,0.068656716,0.409090909,0.375,0.2,0.192064602,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,1.23E-11,,0.2875,1,0.285714286,0,0,0.413793103,0.068656716,0.409090909,0.375,0.2,0.151577624,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,2.45E-11,,0.2875,1,0.285714286,0,0,0.413793103,0.068656716,0.409090909,0.375,0.2,0.139384577,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,4.91E-11,,0.2875,1,0.285714286,0,0,0.413793103,0.068656716,0.409090909,0.375,0.2,0.123148048,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,1.23E-10,,0.2875,1,0.285714286,0,0,0.413793103,0.068656716,0.409090909,0.375,0.2,0.090742813,0,1,0,toxic,1
0.40625,0,0.739130435,0.248953975,2.45E-10,,0.2875,1,0.285714286,0,0,0.413793103,0.068656716,0.409090909,0.375,0.2,0.046201894,0,1,0,toxic,1
0.40625,0,0.739130435,0.033472803,6.67E-08,,0.775,0,0.285714286,0.142857143,0,0.172413793,0.140298507,0.545454545,0.875,0.6,0.202492294,0,0,0,toxic,1
0.40625,0,0.739130435,0.033472803,6.67E-06,,0.775,0,0.285714286,0.142857143,0,0.172413793,0.140298507,0.545454545,0.875,0.6,0.196037531,0,0,0,toxic,1
0.40625,0,0.739130435,0.033472803,6.67E-05,,0.775,0,0.285714286,0.142857143,0,0.172413793,0.140298507,0.545454545,0.875,0.6,0.207684915,0,0,0,toxic,1
0.40625,0,0.739130435,0.033472803,0.000666667,,0.775,0,0.285714286,0.142857143,0,0.172413793,0.140298507,0.545454545,0.875,0.6,0.216972339,0,0,0,toxic,1
0.40625,0,0.739130435,0.033472803,0.006666667,,0.775,0,0.285714286,0.142857143,0,0.172413793,0.140298507,0.545454545,0.875,0.6,0.123943331,0,0,0,toxic,1
0.40625,0,0.739130435,0.033472803,6.67E-08,,0.2625,0,0.285714286,0.142857143,0,0.24137931,0.140298507,0.545454545,0.875,0.6,0.281909504,0,0,0,non toxic,0
0.40625,0,0.739130435,0.033472803,6.67E-06,,0.2625,0,0.285714286,0.142857143,0,0.24137931,0.140298507,0.545454545,0.875,0.6,0.254370028,0,0,0,non toxic,0
0.40625,0,0.739130435,0.033472803,6.67E-05,,0.2625,0,0.285714286,0.142857143,0,0.24137931,0.140298507,0.545454545,0.875,0.6,0.274086845,0,0,0,non toxic,0
0.40625,0,0.739130435,0.033472803,0.000666667,,0.2625,0,0.285714286,0.142857143,0,0.24137931,0.140298507,0.545454545,0.875,0.6,0.209879782,0,0,0,toxic,1
0.40625,0,0.739130435,0.033472803,0.006666667,,0.2625,0,0.285714286,0.142857143,0,0.24137931,0.140298507,0.545454545,0.875,0.6,0.126935932,0,0,0,toxic,1
0.40625,0,0.739130435,0.033472803,6.67E-08,,0.775,0,0.285714286,0.142857143,0,0.172413793,0.140298507,0.454545455,0.125,0.4,0.337603745,0,0,0,non toxic,0
0.40625,0,0.739130435,0.033472803,6.67E-06,,0.775,0,0.285714286,0.142857143,0,0.172413793,0.140298507,0.454545455,0.125,0.4,0.340329828,0,0,0,non toxic,0
0.40625,0,0.739130435,0.033472803,6.67E-05,,0.775,0,0.285714286,0.142857143,0,0.172413793,0.140298507,0.454545455,0.125,0.4,0.337603745,0,0,0,non toxic,0
0.40625,0,0.739130435,0.033472803,0.000666667,,0.775,0,0.285714286,0.142857143,0,0.172413793,0.140298507,0.454545455,0.125,0.4,0.320565745,0,0,0,non toxic,0
0.40625,0,0.739130435,0.033472803,0.006666667,,0.775,0,0.285714286,0.142857143,0,0.172413793,0.140298507,0.454545455,0.125,0.4,0.215611708,0,0,0,toxic,1
0.40625,0,0.739130435,0.033472803,6.67E-08,,0.2625,0,0.285714286,0.142857143,0,0.24137931,0.140298507,0.454545455,0.125,0.4,0.338966785,0,0,0,non toxic,0
0.40625,0,0.739130435,0.033472803,6.67E-06,,0.2625,0,0.285714286,0.142857143,0,0.24137931,0.140298507,0.454545455,0.125,0.4,0.339648302,0,0,0,non toxic,0
0.40625,0,0.739130435,0.033472803,6.67E-05,,0.2625,0,0.285714286,0.142857143,0,0.24137931,0.140298507,0.454545455,0.125,0.4,0.336922219,0,0,0,non toxic,0
0.40625,0,0.739130435,0.033472803,0.000666667,,0.2625,0,0.285714286,0.142857143,0,0.24137931,0.140298507,0.454545455,0.125,0.4,0.321247271,0,0,0,non toxic,0
0.40625,0,0.739130435,0.033472803,0.006666667,,0.2625,0,0.285714286,0.142857143,0,0.24137931,0.140298507,0.454545455,0.125,0.4,0.25786593,0,0,0,non toxic,0
0.4375,0,0.739130435,0.00209205,0.006666667,,0.325,0,0.285714286,0.142857143,1,0.448275862,0.140298507,0.909090909,0.875,0.6,0.338099616,0,0,0,non toxic,0
0.4375,0,0.739130435,0.00209205,0.013333333,,0.325,0,0.285714286,0.142857143,1,0.448275862,0.140298507,0.909090909,0.875,0.6,0.335357166,0,0,0,non toxic,0
0.4375,0,0.739130435,0.00209205,0.026666667,,0.325,0,0.285714286,0.142857143,1,0.448275862,0.140298507,0.909090909,0.875,0.6,0.333903982,0,0,0,non toxic,0
0.4375,0,0.739130435,0.00209205,6.67E-08,,0.325,0,0.285714286,0.142857143,1,0.448275862,0.140298507,0.909090909,0.875,0.6,0.344312668,0,0,0,non toxic,0
0.4375,0,0.739130435,0.00209205,6.67E-07,,0.325,0,0.285714286,0.142857143,1,0.448275862,0.140298507,0.909090909,0.875,0.6,0.345958872,0,0,0,non toxic,0
0.4375,0,0.739130435,0.00209205,6.67E-06,,0.325,0,0.285714286,0.142857143,1,0.448275862,0.140298507,0.909090909,0.875,0.6,0.342666464,0,0,0,non toxic,0
0.4375,0,0.739130435,0.00209205,6.67E-05,,0.325,0,0.285714286,0.142857143,1,0.448275862,0.140298507,0.909090909,0.875,0.6,0.349800006,0,0,0,non toxic,0
0.4375,0,0.739130435,0.00209205,0.000666667,,0.325,0,0.285714286,0.142857143,1,0.448275862,0.140298507,0.909090909,0.875,0.6,0.338276602,0,0,0,non toxic,0
0.4375,0,0.739130435,0.00209205,0.006666667,,0.325,0,0.285714286,0.142857143,1,0.448275862,0.140298507,0.909090909,0.875,0.6,0.319619657,0,0,0,non toxic,0
0.4375,0,0.739130435,0.00209205,0.066666667,,0.325,0,0.285714286,0.142857143,1,0.448275862,0.140298507,0.909090909,0.875,0.6,0.241150739,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-14,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.005970149,0.590909091,0.875,0.6,0.343705749,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-13,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.005970149,0.590909091,0.875,0.6,0.334352161,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-12,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.005970149,0.590909091,0.875,0.6,0.323439625,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,4.19E-11,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.005970149,0.590909091,0.875,0.6,0.312527089,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-11,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.005970149,0.590909091,0.875,0.6,0.312527089,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,1.68E-10,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.005970149,0.590909091,0.875,0.6,0.276671654,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-14,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.014925373,0.590909091,0.875,0.6,0.334352161,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-13,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.014925373,0.590909091,0.875,0.6,0.329675374,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-12,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.014925373,0.590909091,0.875,0.6,0.321880685,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,4.19E-11,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.014925373,0.590909091,0.875,0.6,0.310968181,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-11,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.014925373,0.590909091,0.875,0.6,0.292260967,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,1.68E-10,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.014925373,0.590909091,0.875,0.6,0.264200191,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-14,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.068656716,0.590909091,0.875,0.6,0.342146807,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-13,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.068656716,0.590909091,0.875,0.6,0.317203898,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-12,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.068656716,0.590909091,0.875,0.6,0.312527089,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,4.19E-11,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.068656716,0.590909091,0.875,0.6,0.239257268,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-11,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.068656716,0.590909091,0.875,0.6,0.183135703,0,0,0,toxic,1
1,0,0.739130435,0.171548117,1.68E-10,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.068656716,0.590909091,0.875,0.6,0.142603459,0,0,0,toxic,1
1,0,0.739130435,0.171548117,6.71E-14,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.140298507,0.590909091,0.875,0.6,0.321880685,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-13,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.140298507,0.590909091,0.875,0.6,0.317203898,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-12,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.140298507,0.590909091,0.875,0.6,0.312527089,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,4.19E-11,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.140298507,0.590909091,0.875,0.6,0.217432217,0,0,0,toxic,1
1,0,0.739130435,0.171548117,6.71E-11,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.140298507,0.590909091,0.875,0.6,0.147280257,0,0,0,toxic,1
1,0,0.739130435,0.171548117,1.68E-10,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.140298507,0.590909091,0.875,0.6,0.141044526,0,0,0,toxic,1
1,0,0.739130435,0.171548117,6.71E-14,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.005970149,0.727272727,0.9375,0.8,0.34379286,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-13,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.005970149,0.727272727,0.9375,0.8,0.337581167,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-12,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.005970149,0.727272727,0.9375,0.8,0.338848728,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,4.19E-11,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.005970149,0.727272727,0.9375,0.8,0.352077133,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-11,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.005970149,0.727272727,0.9375,0.8,0.345865429,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,1.68E-10,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.005970149,0.727272727,0.9375,0.8,0.341143571,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-14,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.014925373,0.727272727,0.9375,0.8,0.340572868,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-13,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.014925373,0.727272727,0.9375,0.8,0.338848728,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-12,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.014925373,0.727272727,0.9375,0.8,0.332625023,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,4.19E-11,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.014925373,0.727272727,0.9375,0.8,0.326413317,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-11,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.014925373,0.727272727,0.9375,0.8,0.305231061,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,1.68E-10,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.014925373,0.727272727,0.9375,0.8,0.263124857,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-14,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.068656716,0.727272727,0.9375,0.8,0.346556293,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-13,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.068656716,0.727272727,0.9375,0.8,0.344826147,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-12,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.068656716,0.727272727,0.9375,0.8,0.337112584,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,4.19E-11,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.068656716,0.727272727,0.9375,0.8,0.31894005,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-11,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.068656716,0.727272727,0.9375,0.8,0.24540289,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,1.68E-10,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.068656716,0.727272727,0.9375,0.8,0.231711923,0,0,0,toxic,1
1,0,0.739130435,0.171548117,6.71E-14,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.140298507,0.727272727,0.9375,0.8,0.328600032,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-13,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.140298507,0.727272727,0.9375,0.8,0.325380032,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-12,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.140298507,0.727272727,0.9375,0.8,0.335622742,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,4.19E-11,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.140298507,0.727272727,0.9375,0.8,0.277050124,0,0,0,non toxic,0
1,0,0.739130435,0.171548117,6.71E-11,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.140298507,0.727272727,0.9375,0.8,0.221469229,0,0,0,toxic,1
1,0,0.739130435,0.171548117,1.68E-10,0.162962963,0,0,0.285714286,0.142857143,0,0.620689655,0.140298507,0.727272727,0.9375,0.8,0.201794836,0,0,0,toxic,1
1,0,0.739130435,0.009414226,5.65E-08,,0.7625,0,0.571428571,0.785714286,0,0.103448276,0.068656716,0.909090909,0.875,0.6,0.394566165,1,0,1,non toxic,0
1,0,0.739130435,0.010460251,1.80E-07,,0.7625,0,0.571428571,0.785714286,0,0.103448276,0.068656716,0.909090909,0.875,0.6,0.420967453,1,0,1,non toxic,0
1,0,0.739130435,0.011506276,2.41E-07,,0.7625,0,0.571428571,0.785714286,0,0.103448276,0.068656716,0.909090909,0.875,0.6,0.29274405,1,0,1,non toxic,0
1,0,0.739130435,0.012552301,6.71E-07,,0.7625,0,0.571428571,0.785714286,0,0.103448276,0.068656716,0.909090909,0.875,0.6,0.195037745,1,0,1,toxic,1
1,0,0.739130435,0.013598326,9.62E-07,,0.7625,0,0.571428571,0.785714286,0,0.103448276,0.068656716,0.909090909,0.875,0.6,0.186852971,1,0,1,toxic,1
1,0,0.739130435,0.014644351,8.86E-09,,0.7625,0,0.571428571,0.785714286,0,0.103448276,0.068656716,0.409090909,0.375,0.2,0.185441482,1,0,1,toxic,1
1,0,0.739130435,0.015690377,3.33E-08,,0.7625,0,0.571428571,0.785714286,0,0.103448276,0.068656716,0.409090909,0.375,0.2,0.241006763,1,0,1,non toxic,0
1,0,0.739130435,0.016736402,5.12E-08,,0.7625,0,0.571428571,0.785714286,0,0.103448276,0.068656716,0.409090909,0.375,0.2,0.244292341,1,0,1,non toxic,0
1,0,0.739130435,0.017782427,1.60E-07,,0.7625,0,0.571428571,0.785714286,0,0.103448276,0.068656716,0.409090909,0.375,0.2,0.244310421,1,0,1,non toxic,0
1,0,0.739130435,0.018828452,2.53E-07,,0.7625,0,0.571428571,0.785714286,0,0.103448276,0.068656716,0.409090909,0.375,0.2,0.239427289,1,0,1,non toxic,0
1,0,0.739130435,0.116108787,1.07E-09,,0.1625,0,0.285714286,0.142857143,0,0.344827586,0.068656716,0.454545455,0.5,0.4,0.338353418,0,1,1,non toxic,0
1,0,0.739130435,0.116108787,1.07E-09,,0.1625,0,0.285714286,0.142857143,0,0.344827586,0.068656716,0.454545455,0.0625,0.4,0.342666464,0,1,1,non toxic,0
1,0,0.739130435,0.116108787,1.07E-09,,0.1625,0,0.285714286,0.142857143,0,0.344827586,0.068656716,0.409090909,0.375,0.2,0.30180603,0,1,1,non toxic,0
1,0,0.739130435,0.116108787,1.07E-09,,0.1625,0,0.285714286,0.142857143,0,0.344827586,0.068656716,0.590909091,0.875,0.6,0.277177863,0,1,1,non toxic,0
1,0,0.739130435,0.061715481,1.29E-11,,0.2375,1,0.285714286,0.285714286,0,0.620689655,0.008955224,0.545454545,0.875,0.6,0.301283256,0,0,0,non toxic,0
1,0,0.739130435,0.061715481,5.15E-11,,0.2375,1,0.285714286,0.285714286,0,0.620689655,0.008955224,0.545454545,0.875,0.6,0.305433723,0,0,0,non toxic,0
1,0,0.739130435,0.061715481,2.05E-10,,0.2375,1,0.285714286,0.285714286,0,0.620689655,0.008955224,0.545454545,0.875,0.6,0.307956626,0,0,0,non toxic,0
1,0,0.739130435,0.061715481,8.42E-10,,0.2375,1,0.285714286,0.285714286,0,0.620689655,0.008955224,0.545454545,0.875,0.6,0.29013636,0,0,0,non toxic,0
1,0,0.739130435,0.061715481,3.35E-09,,0.2375,1,0.285714286,0.285714286,0,0.620689655,0.008955224,0.545454545,0.875,0.6,0.330907299,0,0,0,non toxic,0
1,0,0.739130435,0.061715481,1.34E-08,,0.2375,1,0.285714286,0.285714286,0,0.620689655,0.008955224,0.545454545,0.875,0.6,0.303320028,0,0,0,non toxic,0
1,0,0.739130435,0.061715481,5.35E-08,,0.2375,1,0.285714286,0.285714286,0,0.620689655,0.008955224,0.545454545,0.875,0.6,0.30502915,0,0,0,non toxic,0
1,0,0.739130435,0.061715481,2.14E-07,,0.2375,1,0.285714286,0.285714286,0,0.620689655,0.008955224,0.545454545,0.875,0.6,0.296972798,0,0,0,non toxic,0
